REF_DATE,GEO,DGUID,Airlines,Services,Operational statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2013-02,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,2,,,,0
2013-02,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,2217,,,,0
2013-02,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,2217,,,,0
2013-02,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2013-02,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2202,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,7083537,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,8361075,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,22780,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,144694,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,72,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,298298,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2195,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,7074736,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,8342328,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,84.8,,,,1
2013-03,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,22780,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,144694,,,,0
2013-03,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,1868796,,,,0
2013-03,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,6473532,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,7,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,8802,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,18747,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2013-03,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2013-03,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1612,,,,0
2013-03,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2944452,,,,0
2013-03,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,3418829,,,,0
2013-03,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,415,,,,0
2013-03,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,823,,,,0
2013-03,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,38,,,,0
2013-03,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,101717,,,,0
2013-03,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1610,,,,0
2013-03,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2942235,,,,0
2013-03,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,3416613,,,,0
2013-03,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,86.1,,,,1
2013-03,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,415,,,,0
2013-03,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,823,,,,0
2013-03,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,1361501,,,,0
2013-03,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,2055112,,,,0
2013-03,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,2,,,,0
2013-03,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,2217,,,,0
2013-03,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,2217,,,,0
2013-03,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2013-03,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,1990,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,6404355,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,7694607,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,19484,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,125827,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,64,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,277790,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,1983,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,6396272,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,7679075,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,83.3,,,,1
2013-04,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,19484,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,125827,,,,0
2013-04,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,1828438,,,,0
2013-04,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,5850637,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,7,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,8084,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,15532,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2013-04,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2013-04,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1512,,,,0
2013-04,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2680849,,,,0
2013-04,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,3240356,,,,0
2013-04,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,423,,,,0
2013-04,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,845,,,,0
2013-04,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,36,,,,0
2013-04,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,95881,,,,0
2013-04,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1510,,,,0
2013-04,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2678355,,,,0
2013-04,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,3237862,,,,0
2013-04,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,82.7,,,,1
2013-04,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,423,,,,0
2013-04,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,845,,,,0
2013-04,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,1388047,,,,0
2013-04,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,1849815,,,,0
2013-04,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,2,,,,0
2013-04,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,2494,,,,0
2013-04,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,2494,,,,0
2013-04,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2013-04,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,1982,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,6871215,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,8259945,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,19231,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,123660,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,67,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,295303,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,1980,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,6867678,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,8253952,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,83.2,,,,1
2013-05,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,19231,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,123660,,,,0
2013-05,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2232513,,,,0
2013-05,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,6021439,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,2,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,3537,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,5993,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2013-05,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2013-05,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1509,,,,0
2013-05,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2433986,,,,0
2013-05,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,3100011,,,,0
2013-05,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,437,,,,0
2013-05,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,902,,,,0
2013-05,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,35,,,,0
2013-05,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,91281,,,,0
2013-05,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1506,,,,0
2013-05,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2431397,,,,0
2013-05,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,3097423,,,,0
2013-05,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,78.5,,,,1
2013-05,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,437,,,,0
2013-05,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,902,,,,0
2013-05,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,2015407,,,,0
2013-05,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,1082016,,,,0
2013-05,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,3,,,,0
2013-05,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,2588,,,,0
2013-05,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,2588,,,,0
2013-05,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2013-05,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2101,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,7550979,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,8739613,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,20253,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,130512,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,71,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,310159,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2100,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,7550290,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,8738646,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,86.4,,,,1
2013-06,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,20253,,,,0
2013-06,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,130512,,,,0
